ID,Layer_1,ObsDate,County,County_lsad,SWCD_name,Year,shape,Land_Cover_Class,Description,
3583,22,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.010508240601, 36.653068),"Developed, Low Intensity",Areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20-49% of total cover.
3584,52,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.013375559524, 36.653139),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3585,52,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.018187018182, 36.653591),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3586,52,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.019913109577, 36.653883),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3587,21,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.022301328463, 36.653619),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
3588,22,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.024963841533, 36.653293),"Developed, Low Intensity",Areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20-49% of total cover.
3589,21,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.083627011521, 36.660507),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
3590,52,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.072405637144, 36.648925),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3591,52,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.079914195531, 36.659477),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3592,52,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.086890085714, 36.661565),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3593,21,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.055708729026, 36.643368),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
3594,22,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.108525325821, 36.668882),"Developed, Low Intensity",Areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20-49% of total cover.
3595,52,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.118278219436, 36.685824),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3596,42,7/8/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.765609981818, 36.01633),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
3597,95,8/20/2015,Rio Arriba,Rio Arriba County,East Rio Arriba,2015,c(-106.118013463415, 36.852244),Emergent Herbaceous Wetlands,"Areas dominated by herbaceous vegetation, including grasses and sedges, and saturated or flooded for a significant portion of the year."
3598,52,5/31/2003,Rio Arriba,Rio Arriba County,East Rio Arriba,2003,c(-106.349688333333, 36.205791),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3599,42,7/14/2003,Rio Arriba,Rio Arriba County,East Rio Arriba,2003,c(-106.629988333333, 36.071991),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
3600,22,5/31/2003,Rio Arriba,Rio Arriba County,East Rio Arriba,2003,c(-106.369188333333, 36.218391),"Developed, Low Intensity",Areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20-49% of total cover.
3601,52,6/25/2002,Rio Arriba,Rio Arriba County,East Rio Arriba,2002,c(-106.682039714286, 36.187215),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3602,52,6/25/2002,Rio Arriba,Rio Arriba County,East Rio Arriba,2002,c(-106.682039714286, 36.187215),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3603,21,7/17/2002,Rio Arriba,Rio Arriba County,East Rio Arriba,2002,c(-106.174988333333, 36.149991),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
3604,52,3/17/2015,Rio Arriba,Rio Arriba County,East Rio Arriba,2015,c(-106.106453326293, 36.853835),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3605,71,9/15/2013,Rio Arriba,Rio Arriba County,East Rio Arriba,2013,c(-106.709697534157, 36.016245),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
3606,43,7/15/2003,Rio Arriba,Rio Arriba County,East Rio Arriba,2003,c(-106.575137061536, 36.050493),Mixed Forest,Areas dominated by trees where neither deciduous nor evergreen species represent more than 75% of the cover.
3607,52,7/15/2003,Rio Arriba,Rio Arriba County,East Rio Arriba,2003,c(-106.169285158519, 36.098083),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3608,21,6/30/2000,Rio Arriba,Rio Arriba County,East Rio Arriba,2000,c(-105.993137006944, 36.651383),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
3609,52,6/30/2000,Rio Arriba,Rio Arriba County,East Rio Arriba,2000,c(-106.184674968811, 36.31005),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3610,42,7/15/2003,Rio Arriba,Rio Arriba County,East Rio Arriba,2003,c(-106.537099022593, 36.013168),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
3611,42,7/15/2003,Rio Arriba,Rio Arriba County,East Rio Arriba,2003,c(-106.586660311881, 36.060864),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
3612,42,7/15/2003,Rio Arriba,Rio Arriba County,East Rio Arriba,2003,c(-106.537099022593, 36.013168),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
3613,21,6/30/2000,Rio Arriba,Rio Arriba County,East Rio Arriba,2000,c(-105.771006055556, 36.115989),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
3614,21,7/18/2002,Rio Arriba,Rio Arriba County,East Rio Arriba,2002,c(-106.217622125, 36.174773),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
3615,42,6/30/2000,Rio Arriba,Rio Arriba County,East Rio Arriba,2000,c(-105.784697944444, 36.087879),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
3616,42,7/15/2003,Rio Arriba,Rio Arriba County,East Rio Arriba,2003,c(-106.607787562914, 36.031499),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
3617,41,7/15/2003,Rio Arriba,Rio Arriba County,East Rio Arriba,2003,c(-106.745249462156, 36.140237),Deciduous Forest,Areas dominated by trees where 75% or more of the trees lose their leaves seasonally.
3618,42,7/15/2003,Rio Arriba,Rio Arriba County,East Rio Arriba,2003,c(-106.536023425891, 36.031108),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
3619,41,7/15/2003,Rio Arriba,Rio Arriba County,East Rio Arriba,2003,c(-106.718453766667, 36.024572),Deciduous Forest,Areas dominated by trees where 75% or more of the trees lose their leaves seasonally.
3620,42,7/15/2003,Rio Arriba,Rio Arriba County,East Rio Arriba,2003,c(-106.495205611315, 36.05112),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
3621,52,6/30/2000,Rio Arriba,Rio Arriba County,East Rio Arriba,2000,c(-105.981995, 36.740995),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3622,52,6/30/2000,Rio Arriba,Rio Arriba County,East Rio Arriba,2000,c(-106.092037, 36.160289),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3623,41,7/15/2003,Rio Arriba,Rio Arriba County,East Rio Arriba,2003,c(-106.551326068627, 36.120244),Deciduous Forest,Areas dominated by trees where 75% or more of the trees lose their leaves seasonally.
3624,42,7/15/2003,Rio Arriba,Rio Arriba County,East Rio Arriba,2003,c(-106.595774443983, 36.042886),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
3625,42,7/15/2003,Rio Arriba,Rio Arriba County,East Rio Arriba,2003,c(-106.689639598039, 36.079262),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
3626,41,7/15/2003,Rio Arriba,Rio Arriba County,East Rio Arriba,2003,c(-106.59472982808, 36.088412),Deciduous Forest,Areas dominated by trees where 75% or more of the trees lose their leaves seasonally.
3627,52,7/15/2003,Rio Arriba,Rio Arriba County,East Rio Arriba,2003,c(-106.399982503217, 36.229731),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3628,71,5/31/2003,Rio Arriba,Rio Arriba County,East Rio Arriba,2003,c(-106.334288333333, 36.072191),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
3629,42,6/7/2002,Rio Arriba,Rio Arriba County,East Rio Arriba,2002,c(-106.422238333333, 36.152941),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
3630,52,6/9/2002,Rio Arriba,Rio Arriba County,East Rio Arriba,2002,c(-106.617422166667, 36.131578),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3631,82,7/18/2002,Rio Arriba,Rio Arriba County,East Rio Arriba,2002,c(-106.357406125, 36.210073),Cultivated Crops,"Areas used for the production of crops such as corn, soybeans, vegetables, and tobacco."
3632,22,7/18/2002,Rio Arriba,Rio Arriba County,East Rio Arriba,2002,c(-106.368522625, 36.193307),"Developed, Low Intensity",Areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20-49% of total cover.
3633,52,7/17/2002,Rio Arriba,Rio Arriba County,East Rio Arriba,2002,c(-106.208322125, 36.138323),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3634,52,6/26/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-105.973836530144, 36.681661),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3635,21,6/26/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-105.983743208333, 36.710388),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
3636,52,6/29/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.022793571006, 36.693889),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3637,52,6/29/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.051047902289, 36.695841),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3638,41,6/29/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.166551647826, 36.743038),Deciduous Forest,Areas dominated by trees where 75% or more of the trees lose their leaves seasonally.
3639,52,7/10/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.127142541232, 36.814828),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3640,52,7/10/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.053491490792, 36.826118),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3641,52,7/10/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.21277115339, 36.895701),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3642,71,7/10/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.183492704341, 36.884594),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
3643,52,7/10/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.153582467866, 36.867234),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3644,52,7/10/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.128445216779, 36.770773),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3645,52,6/26/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.229375954545, 36.689176),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3646,42,6/26/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.125821320964, 36.619769),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
3647,21,6/26/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.155474, 36.712936),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
3648,52,6/26/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.160016333333, 36.63212),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3649,52,7/9/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.069082105263, 36.851377),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
